Year,Month,Day,Hour,Minute,Second,Millisecond,Instance,DomainInstance,Engine Coolant Temperature (degC), Engine Total Hours Of Operation(hours), Engine Speed(RPM), Engine Oil Pressure(kPa),Battery Power Input(V), Generator Average LineToLine AC RMS Voltage(V), Generator Average AC Frequency(Hz),timeStamp
2018,02,09,01,45,45,422,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140745
2018,02,09,01,45,46,437,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.293014526367187000000,1518140746
2018,02,09,01,45,47,450,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140747
2018,02,09,01,45,48,464,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140748
2018,02,09,01,45,49,478,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140749
2018,02,09,01,45,50,492,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140750
2018,02,09,01,45,51,506,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,233.000000000000000000000,60.293014526367187000000,1518140751
2018,02,09,01,45,52,520,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,233.000000000000000000000,60.293014526367187000000,1518140752
2018,02,09,01,45,53,534,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.496128082275391000000,1518140753
2018,02,09,01,45,54,548,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140754
2018,02,09,01,45,55,563,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.394573211669922000000,1518140755
2018,02,09,01,45,56,576,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.293014526367187000000,1518140756
2018,02,09,01,45,57,589,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140757
2018,02,09,01,45,58,603,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140758
2018,02,09,01,45,59,617,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.293014526367187000000,1518140759
2018,02,09,01,46,00,631,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,448.000000000000000000000,28.100000381469727000000,239.000000000000000000000,60.293014526367187000000,1518140760
2018,02,09,01,46,01,645,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140761
2018,02,09,01,46,02,660,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140762
2018,02,09,01,46,03,673,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,233.000000000000000000000,60.199272155761719000000,1518140763
2018,02,09,01,46,04,689,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.394573211669922000000,1518140764
2018,02,09,01,46,05,701,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140765
2018,02,09,01,46,06,715,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.199272155761719000000,1518140766
2018,02,09,01,46,07,730,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.293014526367187000000,1518140767
2018,02,09,01,46,08,744,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,448.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140768
2018,02,09,01,46,09,758,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140769
2018,02,09,01,46,10,771,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140770
2018,02,09,01,46,11,786,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140771
2018,02,09,01,46,12,799,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.293014526367187000000,1518140772
2018,02,09,01,46,13,816,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140773
2018,02,09,01,46,14,830,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140774
2018,02,09,01,46,15,845,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,448.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140775
2018,02,09,01,46,16,859,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140776
2018,02,09,01,46,17,872,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140777
2018,02,09,01,46,18,886,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140778
2018,02,09,01,46,19,900,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140779
2018,02,09,01,46,20,915,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,239.000000000000000000000,60.496128082275391000000,1518140780
2018,02,09,01,46,21,929,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140781
2018,02,09,01,46,22,943,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140782
2018,02,09,01,46,23,957,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,238.000000000000000000000,60.597682952880859000000,1518140783
2018,02,09,01,46,24,970,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,233.000000000000000000000,60.293014526367187000000,1518140784
2018,02,09,01,46,25,986,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.199272155761719000000,1518140785
2018,02,09,01,46,26,998,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140786
2018,02,09,01,46,28,013,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140788
2018,02,09,01,46,29,026,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140789
2018,02,09,01,46,30,040,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140790
2018,02,09,01,46,31,054,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140791
2018,02,09,01,46,32,068,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140792
2018,02,09,01,46,33,083,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140793
2018,02,09,01,46,34,097,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140794
2018,02,09,01,46,35,111,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.597682952880859000000,1518140795
2018,02,09,01,46,36,123,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140796
2018,02,09,01,46,37,138,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140797
2018,02,09,01,46,38,152,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140798
2018,02,09,01,46,39,165,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.293014526367187000000,1518140799
2018,02,09,01,46,40,179,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140800
2018,02,09,01,46,41,193,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140801
2018,02,09,01,46,42,208,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140802
2018,02,09,01,46,43,221,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.597682952880859000000,1518140803
2018,02,09,01,46,44,237,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140804
2018,02,09,01,46,45,250,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140805
2018,02,09,01,46,46,264,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140806
2018,02,09,01,46,47,278,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,239.000000000000000000000,60.597682952880859000000,1518140807
2018,02,09,01,46,48,292,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140808
2018,02,09,01,46,49,306,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.293014526367187000000,1518140809
2018,02,09,01,46,50,321,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140810
2018,02,09,01,46,51,333,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140811
2018,02,09,01,46,52,348,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140812
2018,02,09,01,46,53,362,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,239.000000000000000000000,60.496128082275391000000,1518140813
2018,02,09,01,46,54,376,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.496128082275391000000,1518140814
2018,02,09,01,46,55,389,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140815
2018,02,09,01,46,56,404,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140816
2018,02,09,01,46,57,418,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.293014526367187000000,1518140817
2018,02,09,01,46,58,431,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.394573211669922000000,1518140818
2018,02,09,01,46,59,445,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140819
2018,02,09,01,47,00,459,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140820
2018,02,09,01,47,01,474,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,238.000000000000000000000,60.597682952880859000000,1518140821
2018,02,09,01,47,02,488,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140822
2018,02,09,01,47,03,501,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140823
2018,02,09,01,47,04,514,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.597682952880859000000,1518140824
2018,02,09,01,47,05,528,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.199272155761719000000,1518140825
2018,02,09,01,47,06,543,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140826
2018,02,09,01,47,07,556,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,240.000000000000000000000,60.597682952880859000000,1518140827
2018,02,09,01,47,08,570,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140828
2018,02,09,01,47,09,584,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,233.000000000000000000000,60.597682952880859000000,1518140829
2018,02,09,01,47,10,598,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140830
2018,02,09,01,47,11,612,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.496128082275391000000,1518140831
2018,02,09,01,47,12,626,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,448.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140832
2018,02,09,01,47,13,644,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140833
2018,02,09,01,47,14,661,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140834
2018,02,09,01,47,15,675,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,232.000000000000000000000,60.394573211669922000000,1518140835
2018,02,09,01,47,16,689,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.496128082275391000000,1518140836
2018,02,09,01,47,17,703,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140837
2018,02,09,01,47,18,717,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.293014526367187000000,1518140838
2018,02,09,01,47,19,731,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,448.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140839
2018,02,09,01,47,20,745,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140840
2018,02,09,01,47,21,759,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140841
2018,02,09,01,47,22,774,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,424.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140842
2018,02,09,01,47,23,786,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140843
2018,02,09,01,47,24,800,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140844
2018,02,09,01,47,25,814,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.496128082275391000000,1518140845
2018,02,09,01,47,26,829,37,1,82.000000000000000000000,561.299999999999950000000,1800.000000000000000000000,448.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.597682952880859000000,1518140846
2018,02,09,01,47,27,842,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140847
2018,02,09,01,47,28,856,37,1,82.000000000000000000000,561.299999999999950000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140848
2018,02,09,01,47,29,870,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.394573211669922000000,1518140849
2018,02,09,01,47,30,885,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.394573211669922000000,1518140850
2018,02,09,01,47,31,898,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140851
2018,02,09,01,47,32,912,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.496128082275391000000,1518140852
2018,02,09,01,47,33,927,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140853
2018,02,09,01,47,34,941,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140854
2018,02,09,01,47,35,954,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140855
2018,02,09,01,47,36,969,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.699241638183594000000,1518140856
2018,02,09,01,47,37,982,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.597682952880859000000,1518140857
2018,02,09,01,47,38,996,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140858
2018,02,09,01,47,40,010,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140860
2018,02,09,01,47,41,024,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,233.000000000000000000000,60.394573211669922000000,1518140861
2018,02,09,01,47,42,039,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140862
2018,02,09,01,47,43,051,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140863
2018,02,09,01,47,44,066,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.496128082275391000000,1518140864
2018,02,09,01,47,45,079,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.597682952880859000000,1518140865
2018,02,09,01,47,46,094,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140866
2018,02,09,01,47,47,107,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.496128082275391000000,1518140867
2018,02,09,01,47,48,121,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,424.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.496128082275391000000,1518140868
2018,02,09,01,47,49,135,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140869
2018,02,09,01,47,50,149,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140870
2018,02,09,01,47,51,163,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140871
2018,02,09,01,47,52,177,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,432.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.597682952880859000000,1518140872
2018,02,09,01,47,53,191,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,424.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140873
2018,02,09,01,47,54,205,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.597682952880859000000,1518140874
2018,02,09,01,47,55,218,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,448.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.496128082275391000000,1518140875
2018,02,09,01,47,56,232,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,238.000000000000000000000,60.496128082275391000000,1518140876
2018,02,09,01,47,57,246,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.597682952880859000000,1518140877
2018,02,09,01,47,58,260,37,1,82.000000000000000000000,561.350000000000020000000,1815.000000000000000000000,440.000000000000000000000,28.100000381469727000000,238.000000000000000000000,60.496128082275391000000,1518140878
2018,02,09,01,47,59,275,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,235.000000000000000000000,60.199272155761719000000,1518140879
2018,02,09,01,48,00,288,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.293014526367187000000,1518140880
2018,02,09,01,48,01,302,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,424.000000000000000000000,28.100000381469727000000,236.000000000000000000000,60.199272155761719000000,1518140881
2018,02,09,01,48,02,316,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,237.000000000000000000000,60.097717285156250000000,1518140882
2018,02,09,01,48,03,331,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,234.000000000000000000000,60.097717285156250000000,1518140883
2018,02,09,01,48,04,344,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,448.000000000000000000000,28.100000381469727000000,228.000000000000000000000,60.293014526367187000000,1518140884
2018,02,09,01,48,05,358,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,228.000000000000000000000,60.293014526367187000000,1518140885
2018,02,09,01,48,06,372,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,233.000000000000000000000,60.293014526367187000000,1518140886
2018,02,09,01,48,07,387,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,424.000000000000000000000,28.100000381469727000000,231.000000000000000000000,60.293014526367187000000,1518140887
2018,02,09,01,48,08,400,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,229.000000000000000000000,60.199272155761719000000,1518140888
2018,02,09,01,48,09,414,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,424.000000000000000000000,28.100000381469727000000,228.000000000000000000000,60.097717285156250000000,1518140889
2018,02,09,01,48,10,428,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,440.000000000000000000000,28.100000381469727000000,230.000000000000000000000,60.097717285156250000000,1518140890
2018,02,09,01,48,11,442,37,1,82.000000000000000000000,561.350000000000020000000,1800.000000000000000000000,432.000000000000000000000,28.100000381469727000000,239.000000000000000000000,60.199272155761719000000,1518140891
